1,0,0,1,0,0,1.01418233765,-0.0604056869062,-0.00643246840593
2.00010871887,0,0.06283868408,2.00010871887,0,0.06283868408,2.06704957831,-0.0977787469107,0.0720385305795
2.99803174892,0.0627908391861,0.12566403571,2.99232116084,0.0695258169762,0.125274134826,3.20390026221,-0.0160175045817,0.140039865845
3.99008159736,0.188116212091,0.188491784185,3.98432369469,0.206350810216,0.187620210359,4.19604939417,0.0989000775634,0.207986666418
4.97236393475,0.375492746328,0.25132327773,4.95507365031,0.399657042033,0.250233783467,5.1365886196,0.318384375083,0.274044128673
5.94101416964,0.624195586149,0.314159415162,5.92650446059,0.660410975952,0.313303855456,6.02472984764,0.601564731452,0.327911300067
6.8920402552,0.933202850488,0.376989260876,6.87176853783,0.974416193216,0.374946702719,6.92633136389,0.966014663455,0.386278567647
7.82182983877,1.30133059103,0.439821952843,7.79678423171,1.35226499896,0.439109255718,7.96931745383,1.40218403531,0.474959990075
8.72685277424,1.72720093209,0.50266737805,8.70483781712,1.77851644844,0.501231427506,8.76546886586,2.04847058458,0.547359178582
9.60301467943,2.20888933872,0.565489284215,9.56222725858,2.25291882921,0.563928621798,9.62690029657,2.61452963339,0.61400603815
10.4473726116,2.74473826374,0.628323474211,10.4021718345,2.79459684979,0.627077031527,10.3471429626,3.20304624669,0.682222854898
11.2567080449,3.33276098843,0.691180284431,11.2193805303,3.39254003341,0.69099979214,11.0936027657,3.86973248389,0.73547888365
12.0268267449,3.96989737122,0.753981517808,11.9454315306,4.01896215072,0.753481456067,11.8805646462,4.41694989173,0.807168946384
12.7558212393,4.65446778144,0.816815558001,12.6936982477,4.68940135314,0.815825159589,12.7595707842,5.09681406722,0.860260521336
13.4403307164,5.38339848264,0.87964405549,13.361231809,5.41093766381,0.877956411123,13.4307136088,5.68386126883,0.937498654394
14.0777601118,6.15391529859,0.942476298049,13.9949636365,6.17708887913,0.942227364755,13.9698292742,6.37053100726,1.00446101623
14.6655558252,6.96294414282,1.00530913982,14.5566153158,6.97038978467,1.00445625059,14.7141704807,7.19098284565,1.06064522361
15.2013902043,7.8072830684,1.06814183179,15.0753360671,7.81059721813,1.06751405433,15.2667414361,8.02960408144,1.12157348951
15.6831500217,8.68360160717,1.13097452375,15.5690046493,8.68484753419,1.13081634346,15.5766558102,8.83717799903,1.18894488863
16.1089136381,9.58839809235,1.19380421967,15.9832179202,9.58869752711,1.19261575637,15.7901777272,9.83102669568,1.24701942028
16.4770642117,10.5182376136,1.2566403571,16.3371090076,10.4867770424,1.25624154525,16.0338133435,10.8606019814,1.30635365995
16.7860593583,11.4692375538,1.31946840518,16.6432553298,11.405896705,1.31906257879,16.27613949,11.7875678616,1.34347089066
17.0347536521,12.4378358296,1.38230124695,16.893702863,12.3686037447,1.38090026584,16.5106327644,12.6490931848,1.38368427491
17.2221262756,13.4200800781,1.44513034365,17.082536421,13.3364179938,1.44467804804,16.7921412446,13.7004382207,1.45802487229
17.3474634416,14.4122077402,1.50796303562,17.2044704785,14.3245107148,1.50780162621,16.7877797047,14.6797251562,1.54056268955
17.4102562348,15.4102477034,1.57079572758,17.2702720483,15.299238248,1.57060658401,16.8511493009,15.6446629986,1.5897746468
17.4102568342,16.410570999,1.63364789392,17.2823447826,16.29099698,1.63302618072,16.7337966685,16.6664589024,1.64150091868
17.3474672153,17.4082695491,1.69645916408,17.2485808335,17.2697139633,1.69609170033,16.719924157,17.7144922558,1.70595001681
17.2221116557,18.4005679133,1.75930264185,17.1178323091,18.2413167077,1.75697906777,16.6023894572,18.7733846511,1.78357992601
17.0347579305,19.3826531459,1.82212170176,16.956842791,19.1976719469,1.82162264351,16.460334349,19.6425670885,1.85188123914
16.7860726255,20.3512266529,1.8849528957,16.6996685284,20.1604230203,1.88400641396,16.1668451317,20.652555404,1.92235920349
16.4770349144,21.3023556553,1.94778948254,16.4182039248,21.1002913908,1.94727880234,15.8489368939,21.5548507132,1.98350559927
16.1089132069,22.2321194207,2.01062052668,16.0647437609,22.0127379885,2.00926224021,15.4732848484,22.4094694199,2.04012235301
15.6830103781,23.1372061175,2.07347044597,15.6523735063,22.9234057769,2.0729906713,14.931440766,23.3107217764,2.11293520806
15.2012551877,24.0134755061,2.13630029169,15.2045067034,23.9455943233,2.12322883978,14.5015447513,24.1063765346,2.17218610814
14.6655522826,24.8575759579,2.19911590613,14.730769738,24.7211327504,2.19163595357,14.0948278337,25.0040255452,2.22530101521
14.0777821579,25.6665703471,2.26194605145,14.0935062069,25.4419068322,2.25903810701,13.5311686893,25.809732812,2.2940373554
13.4403334484,26.437114505,2.32478039125,13.3482775491,26.152744683,2.32668764798,12.8132611478,26.6075829274,2.36823408803
12.7558068802,27.1660585923,2.38761023696,12.6204862795,26.9502309315,2.40328507928,12.1044111393,27.3414928413,2.43791296621
12.026839071,27.8506051764,2.45044203012,11.7088274984,27.6532977941,2.4481250842,11.3585125421,27.9475951094,2.4974563626
11.256095248,28.4882202299,2.51329269842,10.8577575539,28.3324530782,2.51865416198,10.5906755601,28.4628072965,2.57085380979
10.4472609942,29.0758497583,2.57610951129,9.98310603347,28.9709122932,2.58364314533,9.80488680139,29.014626674,2.63472076261
9.60298633162,29.6116385646,2.63893725976,9.16372842443,29.3625278268,2.63996492471,8.90429484897,29.4165841545,2.69044615105
8.72664315454,30.0934129528,2.70177174937,8.18759130703,29.7021324651,2.70794302934,7.95239379768,29.9113261701,2.75883079698
7.82184628667,30.5191757559,2.76460144528,7.22235072636,30.0197588795,2.76477901533,7.09523038472,30.2793535675,2.83461835012
