0,4,8,12,20,25,26,6,25,-18,-15,-10,
-2,-5,3,-0.5,20,15,16,51,0,23,29,0.1,
0,4,12,
-2,-5,-0.5,
0,4,8,12,
-2,-5,3,-0.5,
0,4,8,-10,
-2,-5,3,0.1,
0,4,8,12,-10,
-2,-5,3,-0.5,0.1,
0,4,8,12,-10,
-2,-5,3,-0.5,0.1,
0,4,8,12,25,
-2,-5,3,-0.5,0,
0,4,8,12,25,-10,
-2,-5,3,-0.5,0,0.1,
0,4,8,12,25,-10,
-2,-5,3,-0.5,0,0.1,
0,4,8,12,
-2,-5,3,-0.5,
0,4,8,12,25,
-2,-5,3,-0.5,0,
0,4,8,12,20,25,25,
-2,-5,3,-0.5,20,15,0,
4,8,12,20,25,25,
-5,3,-0.5,20,15,0,
0,4,8,12,25,25,
-2,-5,3,-0.5,15,0,
0,4,8,12,20,25,26,
-2,-5,3,-0.5,20,15,16,
0,4,8,12,20,26,25,
-2,-5,3,-0.5,20,16,0,
0,8,12,20,25,25,
-2,3,-0.5,20,15,0,
0,4,8,12,20,26,
-2,-5,3,-0.5,20,16,
0,4,8,12,20,25,26,25,
-2,-5,3,-0.5,20,15,16,0,
8,12,20,25,26,25,
3,-0.5,20,15,16,0,
4,8,12,25,26,25,
-5,3,-0.5,15,16,0,
4,8,20,25,26,25,
-5,3,20,15,16,0,
8,12,20,25,26,25,
3,-0.5,20,15,16,0,
8,20,25,
3,20,0,
8,12,20,25,26,25,
3,-0.5,20,15,16,0,
12,20,25,26,
-0.5,20,15,16,
8,20,25,26,25,
3,20,15,16,0,
8,20,26,25,
3,20,16,0,
8,12,20,26,25,
3,-0.5,20,16,0,
8,12,20,26,
3,-0.5,20,16,
8,20,25,26,
3,20,15,16,
8,20,25,26,
3,20,15,16,
20,25,26,
20,15,16,
20,25,26,
20,15,16,
20,25,26,
20,15,16,
25,26,
15,16,
20,
20,
20,25,26,
20,15,16,
25,26,
15,16,
20,25,
20,15,
20,26,
20,16,
20,25,
20,15,


20,
20,
20,
20,
20,
20,
20,
20,


20,
20,
-15,
29,
6,
51,
6,
51,
-15,
29,


-15,
29,
-15,
29,
-18,
23,
-18,-15,
23,29,


-18,-15,
23,29,
-15,
29,
-15,
29,
-18,-15,
23,29,
-18,-15,
23,29,
-18,-15,
23,29,
-18,
23,
-15,
29,
-18,-15,
23,29,
-18,-15,
23,29,
-15,
29,
-18,-15,
23,29,
-18,-15,
23,29,
-18,-15,
23,29,
-18,-15,-10,
23,29,0.1,
-18,-15,-10,
23,29,0.1,
-18,-15,-10,
23,29,0.1,
-18,-15,
23,29,
-10,
0.1,
-18,-15,
23,29,
-18,-15,-10,
23,29,0.1,
-15,-10,
29,0.1,
-18,-15,
23,29,
-10,
0.1,
0,-18,-15,-10,
-2,23,29,0.1,
0,-18,
-2,23,
0,-18,
-2,23,
0,-18,-10,
-2,23,0.1,
0,-10,
-2,0.1,
